id,urls
20,http://adilabad.telangana.gov.in
35,http://aecsmum2.ac.in
53,http://agartalacity.tripura.gov.in
100,http://ahd.bih.nic.in
128,http://akhnoor.nic.in
131,http://akolazp.gov.in
136,http://alipurduar.gov.in
171,http://anekaltown.mrc.gov.in
174,http://angulpolice.nic.in
179,http://ankolatown.mrc.gov.in
272,http://asifabad.telangana.gov.in
273,http://asiguwahaticircle.gov.in
289,http://atiepidehradun.gov.in
290,http://atiepihyderabad.gov.in
314,http://babaakhandalamani.nic.in
355,http://barpeta.gov.in
368,http://bcd.bih.nic.in
369,http://bcebcwelfare.bih.nic.in
383,http://bellarycity.mrc.gov.in
415,http://bhoopalapally.telangana.gov.in
416,http://bhopal.mp.gov.in
418,http://bhrc.bih.nic.in
430,http://biharpolice.bih.nic.in
452,http://bkpmuty.in
459,http://boardofrevenue.bih.nic.in
497,http://bsphcl.bih.nic.in
498,http://bssc.bih.nic.in
500,http://bstdc.bih.nic.in
516,http://caa.gov.in
548,http://cbkamptee.org
631,http://cenexcisetvm.gov.in
739,http://cghsmumbai.gov.in
762,http://cgvidhansabha.gov.in
792,http://chdconsumercourt.gov.in
804,http://chdsdmcentral.gov.in
819,http://chikkaballapurcity.mrc.gov.in
854,http://civilhospitalamdavad.org
859,http://clinicalestablishments.gov.in
872,http://cmchistn.com
915,http://commissionerujjain.nic.in
924,http://controllerofrationing-mumbai.gov.in
929,http://cooperative.bih.nic.in
965,http://cpwdpms.gov.in
973,http://crimebranchjkpolice.nic.in
982,http://crri.nic.in
990,http://csd.bih.nic.in
996,http://csl.nic.in
1041,http://dag.gujarat.gov.in
1047,http://damoh.mp.gov.in
1060,http://davanagerecity.mrc.gov.in
1070,http://dbtmarineprog.gov.in
1079,http://dccd.gov.in
1188,http://dgftkolkata.wb.nic.in
1202,http://dhemaji.nic.in
1266,http://districtcourtsnamchi.nic.in
1276,http://djd.dacnet.nic.in
1285,http://dme.ap.nic.in
1313,http://doordarshangoa.gov.in
1322,http://dotosp.gov.in
1346,http://drdachamba.org
1353,http://drdpat.bih.nic.in
1356,http://drtaurangabad.gov.in
1383,http://dswcpunjab.gov.in
1429,http://ecostat.tripura.gov.in
1443,http://edistrict.uk.gov.in/Edistrict-EN/MainSecureSewaLogin.aspx
1461,http://egovstandards.gov.in
1475,http://elegalix.allahabadhighcourt.in
1486,http://employment.gujarat.gov.in
1500,http://energy.bih.nic.in
1514,http://envis.nic.in
1519,http://epashuhaat.gov.in
1531,http://epfmangalore.org
1538,http://eprocpbpwd.gov.in
1539,http://eprocure.gov.in
1543,http://epunjabschool.gov.in
1546,http://ernakulam.gov.in
1549,http://erpc.gov.in
1550,http://erusteel.nic.in
1554,http://escope.gov.in
1555,http://eservices-wbfisheries.gov.in
1558,http://eservicesmanipur.gov.in
1559,http://eseva.jharkhandcomtax.gov.in
1560,http://esicdelhi.org.in
1561,http://esicjharkhand.org
1562,http://esickerala.gov.in
1563,http://esicmaharashtra.gov.in
1564,http://esicorissa.nic.in
1565,http://esicvijayawada.gov.in
1566,http://esipgimsrmgmhparelmumbai.gov.in
1567,http://esla.delhi.gov.in
1568,http://esopb.gov.in
1569,http://estates.gov.in
1571,http://etaal.gov.in
1572,http://etah.nic.in
1573,http://etawah.nic.in
1574,http://etawahcourt.up.nic.in
1575,http://etax.up.nic.in
1576,http://etaxuponline.gov.in
1577,http://etender.punjabgovt.gov.in
1578,http://etender.up.nic.in
1580,http://etrade.gov.in
1581,http://etraveltradeapproval.nic.in
1582,http://evaluation.nagaland.gov.in
1584,http://examctd.rajasthan.gov.in
1585,http://excise.bih.nic.in
1586,http://excise.delhigovt.nic.in
1587,http://excise.odisha.gov.in
1588,http://excise.uk.gov.in
1589,http://excisenashik.gov.in
1590,http://exciseportal.py.gov.in
1592,http://factory.tripura.gov.in
1593,http://fagmil.nic.in
1594,http://faizabad.nic.in
1595,http://familycourtpuri.nic.in
1597,http://faridabad.haryanapolice.gov.in
1598,http://faridabad.nic.in
1599,http://faridkot.gov.in
1600,http://farmech.dac.gov.in
1601,http://farmer.gov.in
1602,http://farmersportal.tripura.gov.in
1603,http://farrukhabad.nic.in
1604,http://fatehabad.gov.in
1605,http://fatehabad.haryanapolice.gov.in
1606,http://fatehgarhsahib.gov.in
1607,http://fatehgarhsahibpolice.org
1608,http://fatehpur.nic.in
1609,http://fazilkapolice.in
1610,http://fbp.gov.in
1611,http://fcamin.nic.in
1612,http://fcatripura.gov.in
1613,http://fcitura.nic.in
1614,http://fcp.bih.nic.in
1615,http://fcs.nagaland.gov.in
1616,http://fcs.uk.gov.in
1617,http://fcs.up.nic.in
1618,http://fdaharyana.gov.in
1619,http://fdcm.nic.in
1620,http://fddiindia.com
1621,http://feasttr.gov.in
1622,http://feasttrn.gov.in
1623,http://ferozepur.gov.in
1624,http://fert.nic.in
1625,http://fertcorpindia.nic.in
1627,http://fieldgunindia.gov.in
1628,http://fifp.gov.in
1629,http://filmbandhuup.gov.in
1630,http://filmsdivision.org
1631,http://finance.bih.nic.in
1632,http://finance.cg.gov.in
1633,http://finance.kar.nic.in
1634,http://finance.kerala.gov.in
1635,http://finance.maharashtra.gov.in
1636,http://finance.nagaland.gov.in
1637,http://finance.py.gov.in
1638,http://finance.rajasthan.gov.in
1639,http://finance.tripura.gov.in
